"ORI","year","department_name","total_pop","homs_sum","rape_sum","rob_sum","agg_ass_sum","violent_crime","months_reported","violent_per_100k","homs_per_100k","rape_per_100k","rob_per_100k","agg_ass_per_100k","source","url"
"NY05101",1982,"Suffolk County, N.Y.",1169000,27,115,1002,937,2081,8,178.015397775877,2.30966638152267,9.83746792130026,85.7142857142857,80.1539777587682,NA,NA
"FL02902",1982,"Tampa, Fla.",292551,59,411,1842,3424,5736,12,1960.68377821303,20.167423799611,140.488325112544,629.633807438703,1170.39422186217,NA,NA
"AZ01003",1982,"Tucson, Ariz.",349165,31,236,910,1748,2925,12,837.712829178182,8.87832400154655,67.5898214311286,260.621769077657,500.62291466785,NA,NA
"OK07205",1982,"Tulsa, Okla.",376599,31,228,1050,1395,2704,12,718.005092950326,8.2315672638536,60.5418495535039,278.811149259557,370.420526873412,NA,NA
"VA12800",1982,"Virginia Beach, Va.",268887,15,97,258,276,646,12,240.249621588251,5.57855158486651,36.0746335821367,95.9510872597039,102.645349161544,NA,NA
"DCMPD00",1982,"Washington, D.C.",631000,194,421,9137,3645,13397,12,2123.13787638669,30.7448494453249,66.7194928684628,1448.01901743265,577.654516640254,NA,NA
"KS08703",1982,"Wichita, Kan.",285665,31,197,677,790,1695,12,593.352353280941,10.851871947911,68.9618959270474,236.99088092696,276.547704479023,NA,NA
"NM00101",1983,"Albuquerque, N.M.",355163,24,206,909,1815,2954,12,831.730782767349,6.75746065890873,58.0015373222999,255.938822456168,511.032962329972,NA,NA
"TX22001",1983,"Arlington, Texas",178871,7,75,186,317,585,12,327.05133867424,3.91343482174304,41.9296588043898,103.985553834887,177.222691213221,NA,NA
"GAAPD00",1983,"Atlanta",448635,141,619,3552,5014,9326,12,2078.74998606885,31.4286669564345,137.97407692222,791.734929285499,1117.6123129047,NA,NA
"CO00101",1983,"Aurora, Colo.",172575,12,65,333,1296,1706,12,988.555700420107,6.95349847892221,37.6647834274953,192.959582790091,750.977835723598,NA,NA
"TX22701",1983,"Austin, Texas",381091,58,240,665,571,1534,12,402.528529931171,15.2194620182581,62.9770842134818,174.499004174856,149.832979524576,NA,NA
"MDBPD00",1983,"Baltimore",805527,201,497,9167,6267,16132,12,2002.66409443755,24.9526086648865,61.6987388380526,1138.01275438316,777.99999255146,NA,NA
"MD00301",1983,"Baltimore County, Md.",668705,34,148,1260,4570,6012,12,899.051151105495,5.08445428103573,22.1323303998026,188.423893944265,683.410472480391,NA,NA
"MA01301",1983,"Boston",566551,90,367,6713,4195,11365,12,2005.99769482359,15.8855954715463,64.7779282006386,1184.888915561,740.445255590406,NA,NA
"NY01401",1983,"Buffalo, N.Y.",360656,43,297,1410,1547,3297,12,914.167516969079,11.9227186016592,82.3499401091345,390.954261124174,428.940597134111,NA,NA
"NC06001",1983,"Charlotte-Mecklenburg, N.C.",323704,44,258,1102,2863,4267,12,1318.17957146035,13.5926649037392,79.7024442082891,340.434470998196,884.449991350122,NA,NA
"ILCPD00",1983,"Chicago",3021203,729,2246,23471,13330,39776,12,1316.56164779394,24.1294610127158,74.3412475096841,776.875966295545,441.214972975997,NA,NA
"OHCIP00",1983,"Cincinnati",382373,27,308,1401,1603,3339,12,873.231112029354,7.0611680218007,80.5496203968376,366.396162908992,419.224160701723,NA,NA
"OHCLP00",1983,"Cleveland",571827,148,716,4115,2819,7798,12,1363.69916076016,25.8819538077076,125.212695448099,719.623242694032,492.981268810322,NA,NA
"OHCOP00",1983,"Columbus, Ohio",561328,74,324,2407,1392,4197,12,747.691189464983,13.1830231166092,57.720263375424,428.804549211869,247.983353761081,NA,NA
"TXDPD00",1983,"Dallas",998827,268,891,4914,5405,11478,12,1149.14795054599,26.8314733182022,89.204637039247,491.977089125544,541.134751062997,NA,NA
"CODPD00",1983,"Denver",533732,78,430,1924,1947,4379,12,820.449214212376,14.6140759782063,80.5647778285731,360.480540795755,364.789819609842,NA,NA
"MI82349",1983,"Detroit",1176968,580,1514,16922,6511,25527,12,2168.87799838228,49.2791647691356,128.635612862882,1437.76211417813,553.201106572141,NA,NA
"TX07102",1983,"El Paso, Texas",471749,33,177,865,3200,4275,12,906.202238902467,6.99524535293133,37.5199523475408,183.360219099564,678.326822102432,NA,NA
"VA02901",1983,"Fairfax County, Va.",592933,13,68,364,349,794,12,133.910576743072,2.19249055120899,11.4684121140163,61.3897354338517,58.8599386439952,NA,NA
"TX22012",1983,"Fort Worth, Texas",424651,112,454,2020,2518,5104,12,1201.92817160445,26.3745993769001,106.91132247422,475.684738761948,592.957510991379,NA,NA
"CA01005",1983,"Fresno, Calif.",230418,32,172,984,725,1913,12,830.230277148487,13.8878039042089,74.6469459851227,427.049970054423,314.645557204732,NA,NA
"HI00200",1983,"Honolulu",808092,45,249,1243,599,2136,12,264.326339080204,5.5686728738807,30.8133232354732,153.819119605193,74.1252233656564,NA,NA
"TXHPD00",1983,"Houston",1728783,561,1179,10270,3909,15919,12,920.821178829269,32.45057361161,68.198264328143,594.059520483485,226.112820406031,NA,NA
"INIPD00",1983,"Indianapolis",463455,56,376,1821,1886,4139,12,893.074840059984,12.0831580196567,81.1297752748379,392.918406317765,406.943500447724,NA,NA
"FL01602",1983,"Jacksonville, Fla.",605934,82,411,2288,2889,5670,12,935.745477230193,13.5328270075619,67.8291695135114,377.598880406117,476.784600303003,NA,NA
"MOKPD00",1983,"Kansas City, Mo.",453128,106,425,2876,4045,7452,12,1644.56842216769,23.3929485708233,93.7924824773574,634.699246129129,892.683744990378,NA,NA
"NV00201",1983,"Las Vegas",429080,74,244,1985,1261,3564,12,830.614337652652,17.2462011746061,56.8658525216743,462.617693670178,293.884590286194,NA,NA
"CA01941",1983,"Long Beach, Calif.",381798,60,246,3101,1272,4679,12,1225.51715828789,15.7151163704367,64.4319771187906,812.209597745405,333.160467053259,NA,NA
"CA01942",1983,"Los Angeles",3158688,820,2494,29243,20878,53435,12,1691.68338246766,25.9601454781226,78.9568327102898,925.795773435046,660.970630844199,NA,NA
"CA01900",1983,"Los Angeles County, Calif.",1084868,156,581,3937,6819,11493,12,1059.39155731389,14.37962959549,53.5549025319209,362.901293060538,628.555732125936,NA,NA
"KY05680",1983,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TNMPD00",1983,"Memphis, Tenn.",664883,127,763,4493,2181,7564,12,1137.64376589565,19.1011050064447,114.757032440294,675.757990503592,328.027637945323,NA,NA
"AZ00717",1983,"Mesa, Ariz.",163310,8,36,150,604,798,12,488.641234462066,4.89865899210091,22.0439654644541,91.8498561018921,369.848753903619,NA,NA
"FL01306",1983,"Miami",374769,144,365,4719,4556,9784,12,2610.67484236957,38.4236689800917,97.3933276231492,1259.17565220176,1215.68219356457,NA,NA
"FL01300",1983,"Miami-Dade County, Fla.",864762,179,457,4800,6359,11795,12,1363.95910088556,20.6993369273858,52.8469104794152,555.066018164536,735.346835314225,NA,NA
"WIMPD00",1983,"Milwaukee",643473,51,235,2198,1236,3720,12,578.112834571147,7.92574047395928,36.5205688505967,341.583873760049,192.082651486543,NA,NA
"MN02711",1983,"Minneapolis",377850,16,316,2001,1154,3487,12,922.852983988355,4.23448458382956,83.6310705306338,529.575228265185,305.412200608707,NA,NA
"MD01604",1983,"Montgomery County, Md.",533230,17,124,625,683,1449,12,271.740149653995,3.18811769780395,23.2545055604523,117.210209478086,128.087316917653,NA,NA
"TN01901",1983,"Nashville, Tenn.",465887,81,324,1713,1171,3289,12,705.965180397822,17.3861902135067,69.5447608540268,367.685726367123,251.348502963165,NA,NA
"NY02900",1983,"Nassau County, N.Y.",1058726,31,54,951,457,1493,11,141.018544930416,2.92804748348487,5.10046980994138,89.8249405417454,43.1650870952447,NA,NA
NA,1983,"National",NA,19308,NA,NA,NA,1258087,NA,538.1,8.3,NA,NA,NA,NA,NA
"LANPD00",1983,"New Orleans",589508,210,536,4550,2752,8048,12,1365.20623977961,35.6229262367941,90.9232783948649,771.830068463871,466.829966684082,NA,NA
"NY03030",1983,"New York City",7100063,1622,3662,84043,43326,132653,12,1868.33553448751,22.8448677145541,51.5770071335987,1183.6937221543,610.219937485062,NA,NA
"NJNPD00",1983,"Newark, N.J.",336016,112,553,5287,3375,9327,12,2775.76067806295,33.3317461073282,164.575496404933,1573.43697919147,1004.41645635922,NA,NA
"CA00109",1983,"Oakland, Calif.",362344,98,478,3289,2912,6777,12,1870.32212483165,27.0461219172941,131.918839555781,907.700969244696,803.656194113881,NA,NA
"OK05506",1983,"Oklahoma City",441281,61,533,1917,2174,4685,12,1061.68178552895,13.8233914444538,120.784715408096,434.417072115047,492.656606561352,NA,NA
"NB02802",1983,"Omaha, Neb.",327276,27,157,622,1584,2390,12,730.270475073027,8.24991750082499,47.9717425047972,190.053655019005,483.9951600484,NA,NA
"FL04804",1983,"Orlando, Fla.",142678,14,141,768,1292,2215,12,1552.44676824738,9.81230463000603,98.8239252022036,538.274996846045,905.535541569128,NA,NA
"PAPEP00",1983,"Philadelphia",1692364,311,822,10744,5096,16973,12,1002.91663022849,18.3766612856336,48.5711111793917,634.851604028448,301.117253735012,NA,NA
"AZ00723",1983,"Phoenix",843415,83,499,1971,2717,5270,12,624.840677483801,9.84094425638624,59.1642311317679,233.692784690811,322.142717404836,NA,NA
"PAPPD00",1983,"Pittsburgh",426890,42,214,4198,1151,5605,12,1312.9846096184,9.8386001077561,50.1300100728525,983.391506008574,269.624493429221,NA,NA
"OR02602",1983,"Portland, Ore.",371706,36,377,2964,3502,6879,12,1850.65616374231,9.68507368726897,101.424243891678,797.404400251812,942.142445911554,NA,NA
"MD01721",1983,"Prince George's County, Md.",570120,56,304,2453,2004,4817,12,844.909843541711,9.82249351013822,53.3221076264646,430.260296078019,351.504946327089,NA,NA
"NC09201",1983,"Raleigh, N.C.",154482,12,46,289,532,879,12,568.998329902513,7.76789528877151,29.7769319402908,187.076811537914,344.376691135537,NA,NA
"CA03404",1983,"Sacramento, Calif.",293695,52,217,1553,1258,3080,12,1048.70699194743,17.7054427211903,73.8861744326597,528.779856654012,428.335518139567,NA,NA
"UT01803",1983,"Salt Lake City",180892,14,128,523,498,1163,12,642.925060256949,7.73942462906043,70.7604537514097,289.122791499901,275.302390376578,NA,NA
"TXSPD00",1983,"San Antonio",874483,165,519,2403,2240,5327,12,609.159926493711,18.8682913218439,59.3493527032544,274.79093361449,256.151348854123,NA,NA
"CA03711",1983,"San Diego",935840,77,395,2550,2429,5451,12,582.47136262609,8.22790220550521,42.2080697555138,272.482475636861,259.55291502821,NA,NA
"CA03801",1983,"San Francisco",721168,83,539,5945,3550,10117,12,1402.86313313957,11.5091074479178,74.739866438888,824.357153950259,492.257005302509,NA,NA
"CA04313",1983,"San Jose",671913,48,447,1461,1504,3460,12,514.947619706718,7.14378200749204,66.5264699447696,217.438864853039,223.838502901417,NA,NA
"WASPD00",1983,"Seattle",514319,61,434,2032,2291,4818,12,936.772703322257,11.8603434833246,84.3834274059485,395.085540296975,445.443392136009,NA,NA
"MOSPD00",1983,"St. Louis, Mo.",457262,152,323,3840,4146,8461,12,1850.36149953418,33.2413364766808,70.6378400129466,839.781132042461,906.701191002095,NA,NA
"NY05101",1983,"Suffolk County, N.Y.",1169529,26,151,983,1099,2259,11,193.154680217421,2.22311716939041,12.9111804837674,84.0509299042606,93.9694526600024,NA,NA
"FL02902",1983,"Tampa, Fla.",299965,58,288,1529,3178,5053,12,1684.52986181721,19.3355891520677,96.0112013068191,509.726134715717,1059.45693664261,NA,NA
"AZ01003",1983,"Tucson, Ariz.",361739,26,253,766,1731,2776,12,767.404122862063,7.18750259164757,69.9399290648783,211.754884046232,478.521807159305,NA,NA
"OK07205",1983,"Tulsa, Okla.",391101,35,193,968,1208,2404,12,614.674981654355,8.949094990808,49.3478666635984,247.506398602918,308.87162139703,NA,NA
"VA12800",1983,"Virginia Beach, Va.",271775,11,73,252,251,587,12,215.987489651366,4.04746573452304,26.8604544200166,92.7237604636188,92.3558090332076,NA,NA
"DCMPD00",1983,"Washington, D.C.",623000,183,406,7698,3646,11933,12,1915.40930979133,29.3739967897271,65.1685393258427,1235.63402889246,585.232744783307,NA,NA
"KS08703",1983,"Wichita, Kan.",287807,26,161,534,664,1385,12,481.225265542534,9.03383169971544,55.940265525161,185.54100490954,230.710163408117,NA,NA
"NM00101",1984,"Albuquerque, N.M.",356366,28,210,1215,2162,3615,12,1014.4065370995,7.85709074378588,58.9281805783941,340.941616203566,606.679649573753,NA,NA
"TX22001",1984,"Arlington, Texas",191475,13,93,200,459,765,12,399.529964747356,6.78939809374592,48.5703094398747,104.452278365322,239.717978848414,NA,NA
"GAAPD00",1984,"Atlanta",442951,135,632,4029,5729,10525,12,2376.10932134706,30.4774117227413,142.6794385835,909.581420969814,1293.371050071,NA,NA
"CO00101",1984,"Aurora, Colo.",191159,13,95,317,1397,1822,12,953.133255562124,6.80062147217761,49.6968492197595,165.830538975408,730.805245894779,NA,NA
"TX22701",1984,"Austin, Texas",385237,59,264,768,557,1648,12,427.788608051667,15.3152474969954,68.5292430374029,199.35779792699,144.586319590278,NA,NA
"MDBPD00",1984,"Baltimore",788604,215,564,8002,6800,15581,12,1975.76984139061,27.2633666580438,71.5187850936592,1014.70446510543,862.283224533479,NA,NA
"MD00301",1984,"Baltimore County, Md.",671586,28,171,1082,4830,6111,12,909.935585315954,4.16923521336061,25.4621150530237,161.111160744864,719.193074304706,NA,NA
"MA01301",1984,"Boston",565192,82,460,5539,4476,10557,12,1867.86083313281,14.5083440671489,81.3882715962009,980.020948633385,791.943268836077,NA,NA
"NY01401",1984,"Buffalo, N.Y.",352015,35,278,1386,1617,3316,12,942.005312273625,9.94275812110279,78.9739073619022,393.733221595671,459.355425194949,NA,NA
"NC06001",1984,"Charlotte-Mecklenburg, N.C.",331992,54,243,1144,2990,4431,12,1334.67071495699,16.2654521795706,73.1945348080677,344.586616544977,900.624111424372,NA,NA
"ILCPD00",1984,"Chicago",3012524,741,2883,28535,28420,60579,0,2010.90514133663,24.5973144114371,95.7004823861984,947.212370756216,943.394973782781,"Chicago PD","http://4abpn833c0nr1zvwp7447f2b.wpengine.netdna-cdn.com/wp-content/uploads/2014/12/1984-Annual-Report.pdf"
"OHCIP00",1984,"Cincinnati",378800,36,367,1332,1712,3447,12,909.978880675818,9.50369588173178,96.8848996832101,351.636747624076,451.9535374868,NA,NA
"OHCLP00",1984,"Cleveland",556931,156,733,4090,2353,7332,12,1316.50060779522,28.0106512296855,131.614149688202,734.381817496243,422.49398938109,NA,NA
"OHCOP00",1984,"Columbus, Ohio",568609,62,394,2298,1598,4352,12,765.376559287665,10.9038020854401,69.291903575216,404.144148263569,281.03670536344,NA,NA
"TXDPD00",1984,"Dallas",987696,294,1022,4841,5953,12110,12,1226.08575918096,29.7662438645089,103.473133433769,490.130566490094,602.71581539259,NA,NA
"CODPD00",1984,"Denver",524171,82,427,1681,1910,4100,12,782.187492249667,15.6437498449933,81.4619656562458,320.696871822363,364.384904926064,NA,NA
"MI82349",1984,"Detroit",1133647,514,1519,18352,6182,26567,12,2343.49846116119,45.3403925560602,133.992327417618,1618.84607818836,545.319662999152,NA,NA
"TX07102",1984,"El Paso, Texas",465748,24,175,1050,2481,3730,12,800.862268866426,5.15300119377861,37.573967037969,225.443802227814,532.691498406864,NA,NA
"VA02901",1984,"Fairfax County, Va.",626134,16,61,444,347,868,12,138.628472499497,2.55536354837782,9.74232352819045,70.9113384674846,55.419446955444,NA,NA
"TX22012",1984,"Fort Worth, Texas",420050,119,467,2080,2786,5452,12,1297.9407213427,28.329960718962,111.177240804666,495.179145339841,663.254374479229,NA,NA
"CA01005",1984,"Fresno, Calif.",254649,34,134,1066,760,1994,12,783.03861393526,13.3517115716143,52.6214514881268,418.615427510024,298.450023365495,NA,NA
"HI00200",1984,"Honolulu",810772,25,255,1117,553,1950,12,240.511512484398,3.08348092928715,31.4515054787289,137.76992792055,68.2065981558317,NA,NA
"TXHPD00",1984,"Houston",1805783,473,1269,9157,4256,15155,12,839.2481267129,26.1936234863214,70.2742245330696,507.093044956122,235.687233737387,NA,NA
"INIPD00",1984,"Indianapolis",471622,49,324,1842,2151,4366,12,925.741377628694,10.3896764781965,68.6990852844015,390.567021894653,456.085593971443,NA,NA
"FL01602",1984,"Jacksonville, Fla.",582421,103,587,2134,3404,6228,12,1069.32957431137,17.6848018872946,100.786201047009,366.401623567832,584.456947809231,NA,NA
"MOKPD00",1984,"Kansas City, Mo.",450489,88,372,2440,4267,7167,12,1590.93784753901,19.5343282521882,82.5769330660682,541.63364699249,947.192939228261,NA,NA
"NV00201",1984,"Las Vegas",438264,67,245,1767,1230,3309,12,755.024368873556,15.2875892156326,55.9023784750744,403.181643940639,280.65275724221,NA,NA
"CA01941",1984,"Long Beach, Calif.",386421,41,242,2591,1369,4243,12,1098.02521084517,10.6101894048201,62.6259959991822,670.512213363145,354.276812078019,NA,NA
"CA01942",1984,"Los Angeles",3144256,759,2347,27323,21013,51442,12,1636.06271245089,24.1392558366749,74.644049339494,868.98140609416,668.298001180565,NA,NA
"CA01900",1984,"Los Angeles County, Calif.",1078849,176,489,3831,6402,10898,12,1010.15063275769,16.3136824523172,45.3260836317223,355.10066747061,593.410199203039,NA,NA
"KY05680",1984,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TNMPD00",1984,"Memphis, Tenn.",654666,113,794,4763,3488,9158,12,1398.88126158988,17.2607100414563,121.283219229347,727.5465657297,532.790766589375,NA,NA
"AZ00717",1984,"Mesa, Ariz.",181287,6,56,127,682,871,12,480.453645324816,3.3096691985636,30.8902458532603,70.0546647029296,376.199065570063,NA,NA
"FL01306",1984,"Miami",400646,170,273,5705,4780,10928,12,2727.5949341813,42.4314731708291,68.1399539743315,1423.95032023282,1193.07318680331,NA,NA
"FL01300",1984,"Miami-Dade County, Fla.",883352,171,439,4559,7883,13052,12,1477.55368188446,19.3580814895987,49.697063005461,516.102301234389,892.39623615501,NA,NA
"WIMPD00",1984,"Milwaukee",632458,44,292,1871,1249,3456,12,546.439447362513,6.9569837048468,46.1690736776197,295.829920722008,197.483469258038,NA,NA
"MN02711",1984,"Minneapolis",370866,27,392,1740,1724,3883,12,1047.00889269979,7.2802575593341,105.698554194777,469.172153823753,464.857927121925,NA,NA
"MD01604",1984,"Montgomery County, Md.",549800,14,137,591,798,1540,12,280.10185522008,2.54638050200073,24.9181520552928,107.493634048745,145.143688614041,NA,NA
"TN01901",1984,"Nashville, Tenn.",475744,72,410,1438,1184,3104,12,652.451738750252,15.1341898163718,86.1808031210063,302.263402165871,248.873343647003,NA,NA
"NY02900",1984,"Nassau County, N.Y.",1057700,34,67,1051,771,1923,12,181.809586839368,3.21452207620308,6.33449938545902,99.3665500614541,72.8940153162523,NA,NA
NA,1984,"National",NA,18692,NA,NA,NA,1273282,NA,539.9,7.9,NA,NA,NA,NA,NA
"LANPD00",1984,"New Orleans",576071,214,555,4705,3213,8687,12,1507.97384350193,37.1481987463351,96.3422911411961,816.739603278068,557.74375033633,NA,NA
"NY03030",1984,"New York City",7167121,1450,3829,79541,47472,132292,12,1845.81786745333,20.2312755707627,53.4245201106553,1109.80406218899,662.358009582927,NA,NA
"NJNPD00",1984,"Newark, N.J.",324961,87,589,4660,3244,8580,12,2640.31683802056,26.7724434624463,181.252519533113,1434.01823603448,998.273638990525,NA,NA
"CA00109",1984,"Oakland, Calif.",358566,115,426,3170,2677,6388,12,1781.54091575888,32.0721987026098,118.806579541842,884.077129454549,746.585008059883,NA,NA
"OK05506",1984,"Oklahoma City",439249,65,516,1603,2075,4259,12,969.60949256572,14.7979847421394,117.473232722215,364.941069871531,472.397205229835,NA,NA
"NB02802",1984,"Omaha, Neb.",357790,24,202,530,1654,2410,12,673.579473993124,6.7078453841639,56.4576986500461,148.131585566953,462.282344391962,NA,NA
"FL04804",1984,"Orlando, Fla.",140541,18,146,802,1421,2387,12,1698.43675511061,12.8076504365274,103.884275762945,570.651980560833,1011.0928483503,NA,NA
"PAPEP00",1984,"Philadelphia",1667545,263,937,9365,5034,15599,12,935.447019420765,15.7716883202552,56.1903876657002,561.604034673727,301.880908761083,NA,NA
"AZ00723",1984,"Phoenix",870279,101,525,2106,3640,6372,12,732.17899087534,11.6054736469569,60.3254818282413,241.991361391002,418.25667400914,NA,NA
"PAPPD00",1984,"Pittsburgh",415475,47,224,3212,1081,4564,12,1098.50171490463,11.3123533305253,53.9141945965461,773.091040375474,260.184126602082,NA,NA
"OR02602",1984,"Portland, Ore.",367055,34,370,3042,3962,7408,12,2018.22615139421,9.26291700153928,100.802332075575,828.758632902426,1079.40226941467,NA,NA
"MD01721",1984,"Prince George's County, Md.",574838,39,345,2094,2222,4700,12,817.621660363441,6.7845201604626,60.0169091117845,364.276544000223,386.543687090972,NA,NA
"NC09201",1984,"Raleigh, N.C.",158028,8,47,306,586,947,12,599.260890475106,5.0623940061255,29.7415647859873,193.6365707343,370.820360948693,NA,NA
"CA03404",1984,"Sacramento, Calif.",300248,45,248,1645,1314,3252,12,1083.10463350297,14.9876102421998,82.5983853347899,547.880418853748,437.638219072234,NA,NA
"UT01803",1984,"Salt Lake City",173136,8,98,490,492,1088,12,628.40772571851,4.62064504204787,56.6029017650864,283.014508825432,284.169670085944,NA,NA
"TXSPD00",1984,"San Antonio",857070,160,745,2657,1826,5388,12,628.653435542021,18.6682534682115,86.9240552113596,310.009684156487,213.051442705963,NA,NA
"CA03711",1984,"San Diego",952933,103,393,2616,2819,5931,12,622.394229185053,10.8087347169213,41.2410945995154,274.5208739754,295.823525893216,NA,NA
"CA03801",1984,"San Francisco",719559,73,495,5222,3582,9372,12,1302.46442612767,10.145102764332,68.7921351827995,725.722282675917,497.804905504622,NA,NA
"CA04313",1984,"San Jose",685792,48,421,1175,1651,3295,12,480.466380476879,6.99920675656759,61.3888759273949,171.334748728477,240.743549064439,NA,NA
"WASPD00",1984,"Seattle",497598,50,448,2386,2669,5553,12,1115.96107701398,10.0482718981989,90.0325162078626,479.503534982054,536.37675392586,NA,NA
"MOSPD00",1984,"St. Louis, Mo.",442528,128,349,3112,4140,7729,12,1746.55615011931,28.9247234073324,78.8650661653048,703.232337840769,935.534022705908,NA,NA
"NY05101",1984,"Suffolk County, N.Y.",1175588,25,93,750,782,1650,8,140.355294541965,2.12659537184796,7.91093478327441,63.7978611554388,66.5199032314042,NA,NA
"FL02902",1984,"Tampa, Fla.",289355,52,277,1843,3680,5852,12,2022.42919597035,17.9710044754713,95.730158455876,636.933870159493,1271.79416287951,NA,NA
"AZ01003",1984,"Tucson, Ariz.",372146,25,282,809,1843,2959,12,795.118045068333,6.71779355414273,75.77671129073,217.387799412059,495.235740811402,NA,NA
"OK07205",1984,"Tulsa, Okla.",385394,30,246,904,1439,2619,12,679.56429005122,7.78424158134273,63.8307809670104,234.565146317794,373.384121185073,NA,NA
"VA12800",1984,"Virginia Beach, Va.",290678,13,118,235,252,618,12,212.606389200421,4.47230268544575,40.5947474525076,80.8454716215194,86.6938674409484,NA,NA
"DCMPD00",1984,"Washington, D.C.",623000,175,366,6087,4097,10725,12,1721.5088282504,28.0898876404494,58.7479935794543,977.046548956661,657.624398073836,NA,NA
"KS08703",1984,"Wichita, Kan.",291555,12,207,451,658,1328,12,455.48867280616,4.11586150126048,70.9986108967433,154.687794755706,225.68640565245,NA,NA
"NM00101",1985,"Albuquerque, N.M.",357051,42,238,1247,2578,4105,12,1149.69570173449,11.7630254501458,66.6571442174927,349.249827055519,722.025705011329,NA,NA
"TX22001",1985,"Arlington, Texas",218931,18,105,299,688,1110,12,507.0090576483,8.22176850240487,47.9603162640284,136.572710123281,314.254262758586,NA,NA
"GAAPD00",1985,"Atlanta",436214,145,683,4792,5990,11610,12,2661.53768563136,33.2405654105554,156.57452534765,1098.54337549918,1373.17921937398,NA,NA
"CO00101",1985,"Aurora, Colo.",198033,10,89,434,1717,2250,12,1136.17427398464,5.04966343993173,44.9420046153924,219.155393293037,867.027212636278,NA,NA
"TX22701",1985,"Austin, Texas",406469,52,489,1076,746,2363,12,581.348147091168,12.7931035331108,120.304377455599,264.718834646677,183.531831455781,NA,NA
"MDBPD00",1985,"Baltimore",771097,213,592,7771,6922,15498,12,2009.86386926677,27.6229838788116,76.7737392312511,1007.78501278049,897.682133376216,NA,NA
"MD00301",1985,"Baltimore County, Md.",679708,24,179,1081,5491,6775,12,996.751546252214,3.53092798672371,26.334837900981,159.038881402014,807.846898962496,NA,NA
"MA01301",1985,"Boston",573131,87,532,6232,5036,11887,12,2074.04589875613,15.1797756533847,92.8234557195475,1087.36048128613,878.68218609707,NA,NA
"NY01401",1985,"Buffalo, N.Y.",339890,31,291,1390,1699,3411,12,1003.55997528612,9.1205978404778,85.6159345670658,408.955838653682,499.867604224896,NA,NA
"NC06001",1985,"Charlotte-Mecklenburg, N.C.",335690,56,226,1121,3172,4575,12,1362.86454764813,16.6820578509935,67.3240191843665,333.939050910066,944.919419702702,NA,NA
"ILCPD00",1985,"Chicago",2998841,666,3357,26892,29096,60011,12,2001.13977366589,22.208579914707,111.943247407915,896.746443042495,970.241503300775,"Chicago PD","http://4abpn833c0nr1zvwp7447f2b.wpengine.netdna-cdn.com/wp-content/uploads/2014/12/1985-Annual-Report.pdf"
"OHCIP00",1985,"Cincinnati",370198,45,360,1242,1628,3275,12,884.661721565216,12.1556572428808,97.2452579430467,335.496139903511,439.764666475778,NA,NA
"OHCLP00",1985,"Cleveland",546126,131,745,3499,2205,6580,12,1204.85016278295,23.9871384991742,136.415405968586,640.694638233668,403.75298008152,NA,NA
"OHCOP00",1985,"Columbus, Ohio",565682,72,406,2144,1770,4392,12,776.407946514119,12.7279991231823,71.7717728335001,379.011529445872,312.896645111564,NA,NA
"TXDPD00",1985,"Dallas",997467,301,1149,6051,6863,14364,12,1440.04764067383,30.1764369147049,115.191780780718,606.636610534484,688.04281244392,NA,NA
"CODPD00",1985,"Denver",513048,72,418,1917,1845,4252,12,828.77235658262,14.0337746175796,81.473858196504,373.649249193058,359.615474575478,NA,NA
"MI82349",1985,"Detroit",1090581,635,1575,16769,6925,25904,12,2375.24768907582,58.2258447561437,144.418433843979,1537.62077278075,634.982637694953,NA,NA
"TX07102",1985,"El Paso, Texas",474870,22,181,993,2466,3662,12,771.158422305052,4.63284688441047,38.1156948217407,209.109861646345,519.300018952555,NA,NA
"VA02901",1985,"Fairfax County, Va.",651037,4,57,511,317,889,12,136.551378800283,0.614404404050768,8.75526275772345,78.4901626174856,48.6915490210234,NA,NA
"TX22012",1985,"Fort Worth, Texas",424449,128,483,2620,3121,6352,12,1496.52844040156,30.1567443909633,113.794590162776,617.270861752531,735.306244095286,NA,NA
"CA01005",1985,"Fresno, Calif.",275125,46,178,1233,854,2311,12,839.981826442526,16.7196728759655,64.6978646069968,448.15992730577,310.404361653794,NA,NA
"HI00200",1985,"Honolulu",817083,36,248,965,552,1801,12,220.418243923812,4.40591714672806,30.3518736774599,118.103056849794,67.5573962498302,NA,NA
"TXHPD00",1985,"Houston",1746375,457,1711,9589,4704,16461,12,942.581060768735,26.1684918760289,97.9743754920908,549.080237635101,269.357955765514,NA,NA
"INIPD00",1985,"Indianapolis",471656,59,346,1795,2422,4622,12,979.951490069033,12.5091168139492,73.358549451295,380.573977644724,513.509846159065,NA,NA
"FL01602",1985,"Jacksonville, Fla.",601007,90,705,2693,3813,7301,12,1214.79450322542,14.9748671812475,117.303126253105,448.081303545549,634.435206245518,NA,NA
"MOKPD00",1985,"Kansas City, Mo.",444942,91,424,2646,4851,8012,12,1800.68413411186,20.4521038697178,95.2933191292348,594.684250981027,1090.25446013188,NA,NA
